,Unnamed: 0,V0101,UF,V0102,V0103,V0104,V0105,V0106,V0201,V0202,V0203,V0204,V0205,V0206,V0207,V0208,V0209,V0210,V0211,V0212,V0213,V0214,V0215,V0216,V2016,V0217,V0218,V0219,V0220,V2020,V0221,V0222,V0223,V0224,V0225,V0226,V0227,V2027,V0228,V0229,V0230,V0231,V0232,V2032,V4105,V4106,V4107,V4600,V4601,V4602,V4604,V4605,V4606,V4607,V4608,V4609,V4610,V4611,V4614,UPA,V4617,V4618,V4619,V4620,V4621,V4622,V4623,V4624,V2101,V2102,V2103,V2105,V2107,V2109,V2111,V2113,V2115,V2117,V2119,V2120,V2121,V2123,V2124,V2126,V2128,V2130,V2132,V2134,V2136,V2033,V2034,V2035,V2036,V2037,V2038,V2039,V2041,V9992,Região,Geladeira
56184,56184,2009,29,2435,7,1,6.0,5.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,Possui Filtro,3.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,1,1,26,9,2911,1,1.0,12,0.005352173000000001,13,3731402,200,237.0,585.0,33,290011,101,1.0,6.0,97.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,Sim,6.0,3.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
56270,56270,2009,29,2460,29,1,7.0,6.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,1.0,4.0,3.0,,8.0,8,0,1,26,9,2911,1,1.0,12,0.0106508242,26,3731402,200,237.0,900.0,33,290011,104,1.0,7.0,128.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,Sim,6.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,20120710,Nordeste,Sim
56275,56275,2009,29,2478,1,1,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2917,1,1.0,4,0.0426094394,34,3731402,200,237.0,260.0,38,290017,373,1.0,1.0,260.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
56292,56292,2009,29,2478,18,1,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,100.0,,,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,3.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2917,1,1.0,4,0.0426094394,34,3731402,200,237.0,50.0,38,290017,373,1.0,2.0,25.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,Sim,4.0,3.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
56391,56391,2009,29,2532,3,1,10.0,7.0,1.0,2.0,1.0,1.0,11.0,5.0,1.0,,,2.0,3.0,,1.0,,1.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,1.0,,3.0,Possui Filtro,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,4.0,8,0,3,26,9,2930,2,0.0374427121,5,0.1463414634,25,10957604,450,523.0,928.0,473,290055,650,1.0,10.0,92.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,Sim,2.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,20120710,Nordeste,Sim
56841,56841,2009,29,2699,4,1,2.0,2.0,1.0,2.0,1.0,1.0,7.0,1.0,5.0,,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2919,2,0.2521349419,5,0.0169588962,19,10957604,450,523.0,765.0,451,290034,614,1.0,2.0,382.0,3.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,4.0,1.0,3.0,,,,,,,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
56858,56858,2009,29,2699,21,1,7.0,5.0,1.0,2.0,1.0,1.0,6.0,2.0,5.0,,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,3.0,6.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2919,2,0.2521349419,5,0.0169588962,19,10957604,450,523.0,412.0,451,290034,614,1.0,7.0,58.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
56862,56862,2009,29,2702,2,1,5.0,5.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,4.0,1,0,3,26,9,2919,2,0.2521349419,5,0.0143360161,16,10957604,450,524.0,1987.0,451,290034,614,1.0,5.0,397.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,20120710,Nordeste,Sim
56893,56893,2009,29,2710,6,1,6.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,5.0,,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,,Possui Filtro,1.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2919,2,0.2521349419,5,0.006647025,8,10957604,450,524.0,0.0,451,290034,614,1.0,6.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
56898,56898,2009,29,2710,11,1,4.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,,1.0,Possui Filtro,1.0,2.0,,3.0,2.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2919,2,0.2521349419,5,0.006647025,8,10957604,450,523.0,362.0,451,290034,614,1.0,4.0,90.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
56934,56934,2009,29,2729,2,1,3.0,3.0,1.0,2.0,1.0,1.0,8.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,4.0,Possui Filtro,1.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2919,2,0.2521349419,5,0.0055331992,6,10957604,450,524.0,585.0,451,290034,614,1.0,3.0,195.0,2.0,9.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,4.0,1.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
56949,56949,2009,29,2729,17,1,4.0,3.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,2.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2919,2,0.2521349419,5,0.0055331992,6,10957604,450,523.0,1100.0,451,290034,614,1.0,4.0,275.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
56956,56956,2009,29,2729,24,1,4.0,3.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,2.0,1,0,3,26,9,2919,2,0.2521349419,5,0.0055331992,6,10957604,450,523.0,390.0,451,290034,614,1.0,4.0,97.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,20120710,Nordeste,Sim
57177,57177,2009,29,2800,10,1,6.0,4.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,6.0,2.0,1.0,4.0,4.0,1.0,,3.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2926,2,0.0838119962,5,0.0504113883,19,10957604,450,523.0,434.0,465,290048,638,1.0,6.0,72.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
57216,57216,2009,29,2826,5,1,7.0,7.0,1.0,2.0,1.0,1.0,7.0,4.0,1.0,,,2.0,3.0,,3.0,4.0,3.0,,,,3.0,3.0,4.0,4.0,1.0,,3.0,Possui Filtro,1.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2926,2,0.0838119962,5,0.0412694267,16,10957604,450,523.0,560.0,465,290048,638,1.0,7.0,80.0,1.0,2.0,6.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,Sim,4.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,20120710,Nordeste,Não
57259,57259,2009,29,2842,2,1,3.0,3.0,1.0,2.0,1.0,1.0,9.0,3.0,3.0,150.0,,,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,3.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2918,2,0.0603980896,5,0.0302114804,8,10957604,450,523.0,1165.0,448,290033,611,1.0,3.0,388.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,Sim,6.0,1.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
57272,57272,2009,29,2842,15,1,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,4.0,,4.0,1.0,1.0,4.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2918,2,0.0603980896,5,0.0302114804,8,10957604,450,523.0,465.0,448,290033,611,1.0,1.0,465.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,3.0,,,,,,,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
57333,57333,2009,29,2869,21,1,4.0,4.0,1.0,2.0,3.0,1.0,5.0,3.0,1.0,,,2.0,3.0,,3.0,2.0,3.0,,,,4.0,3.0,4.0,4.0,1.0,,1.0,Possui Filtro,1.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2918,2,0.0603980896,5,0.0405469868,11,10957604,450,523.0,587.0,448,290033,611,1.0,4.0,146.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
57351,57351,2009,29,2877,14,1,7.0,5.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,,,2.0,3.0,,3.0,2.0,3.0,,,,3.0,5.0,4.0,4.0,1.0,,1.0,Possui Filtro,1.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2918,2,0.0603980896,5,0.0446811894,12,10957604,450,523.0,1395.0,448,290033,611,1.0,7.0,199.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,Sim,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
57386,57386,2009,29,2885,15,1,4.0,4.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,,,2.0,3.0,,1.0,,3.0,,,,3.0,1.0,4.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,3.0,2.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2918,2,0.0603980896,5,0.0637621243,17,10957604,450,523.0,1590.0,448,290033,611,1.0,4.0,397.0,3.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
57415,57415,2009,29,2907,2,1,4.0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,5.0,,,,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,2.0,3.0,,8.0,1,0,3,26,9,2927,2,0.1583379547,5,0.0236772873,17,10957604,450,523.0,705.0,467,290049,640,1.0,4.0,176.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,Sim,4.0,3.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
57417,57417,2009,29,2907,4,1,4.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,3.0,,3.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,3.0,6.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2927,2,0.1583379547,5,0.0236772873,17,10957604,450,523.0,212.0,467,290049,640,1.0,4.0,53.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
57423,57423,2009,29,2907,10,1,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,,,2.0,1.0,2.0,,,3.0,,,,4.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2927,2,0.1583379547,5,0.0236772873,17,10957604,450,523.0,150.0,467,290049,640,1.0,1.0,150.0,2.0,8.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,Sim,4.0,3.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
57434,57434,2009,29,2907,21,1,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2927,2,0.1583379547,5,0.0236772873,17,10957604,450,523.0,68.0,467,290049,640,1.0,1.0,68.0,1.0,9.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,3.0,,,,,,,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
57439,57439,2009,29,2907,26,1,4.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,2.0,,,3.0,,,,4.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,3.0,6.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2927,2,0.1583379547,5,0.0236772873,17,10957604,450,524.0,101.0,467,290049,640,1.0,4.0,25.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
57443,57443,2009,29,2915,4,1,3.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2927,2,0.1583379547,5,0.0304004677,22,10957604,450,524.0,715.0,467,290049,640,1.0,3.0,238.0,3.0,8.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,Sim,6.0,3.0,3.0,,,,,,,4.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
57448,57448,2009,29,2915,9,1,5.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,3.0,6.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2927,2,0.1583379547,5,0.0304004677,22,10957604,450,523.0,134.0,467,290049,640,1.0,5.0,26.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
57458,57458,2009,29,2915,19,1,5.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,,1.0,Possui Filtro,3.0,2.0,,3.0,6.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2927,2,0.1583379547,5,0.0304004677,22,10957604,450,524.0,319.0,467,290049,640,1.0,5.0,63.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,Sim,6.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
57476,57476,2009,29,2923,15,1,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,2.0,3.0,Possui Filtro,1.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,8.0,5,0,3,26,9,2927,2,0.1583379547,5,0.0285735165,20,10957604,450,524.0,80.0,467,290049,640,1.0,1.0,80.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,3.0,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
57486,57486,2009,29,2923,25,1,4.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,,2.0,3.0,,1.0,,3.0,,,,3.0,1.0,4.0,4.0,1.0,,3.0,Possui Filtro,1.0,2.0,,1.0,6.0,3.0,4.0,3.0,,8.0,5,0,3,26,9,2927,2,0.1583379547,5,0.0285735165,20,10957604,450,524.0,134.0,467,290049,640,1.0,4.0,33.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,Sim,6.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
57542,57542,2009,29,2958,2,1,4.0,4.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2934,2,0.0351107757,5,0.1255274262,20,10957604,450,523.0,990.0,481,290063,664,1.0,4.0,247.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,2.0,1.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
57551,57551,2009,29,2958,11,1,11.0,10.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2934,2,0.0351107757,5,0.1255274262,20,10957604,450,524.0,612.0,481,290063,664,1.0,11.0,55.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
57662,57662,2009,29,3008,2,1,4.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,5.0,,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,6.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2924,2,0.08875204880000001,5,0.0352705833,14,10957604,450,524.0,927.0,461,290044,631,1.0,4.0,231.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
57692,57692,2009,29,3016,9,1,6.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,5.0,,,,3.0,,3.0,4.0,3.0,,,,1.0,1.0,4.0,4.0,1.0,,4.0,Possui Filtro,1.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2924,2,0.08875204880000001,5,0.0359022952,14,10957604,450,523.0,322.0,461,290044,631,1.0,6.0,53.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
57784,57784,2009,29,3059,4,1,6.0,5.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,,1.0,Possui Filtro,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2912,1,1.0,239,0.0006544528,31,3731402,200,237.0,925.0,34,290012,106,1.0,6.0,154.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
57819,57819,2009,29,3067,20,1,3.0,3.0,1.0,2.0,1.0,1.0,7.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,1.0,4.0,8.0,1,0,1,26,9,2912,1,1.0,239,0.00041327,20,3731402,200,237.0,465.0,34,290012,108,1.0,3.0,155.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
58105,58105,2009,29,3229,1,1,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,3.0,150.0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,3.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2912,1,1.0,239,0.0003467818,17,3731402,200,237.0,270.0,34,290012,107,1.0,2.0,135.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
58150,58150,2009,29,3245,6,1,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,150.0,,,1.0,2.0,,,1.0,4.0,,2.0,2.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,3.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,1,1,26,9,2912,1,1.0,239,0.0003871962,19,3731402,200,237.0,450.0,34,290012,125,1.0,1.0,450.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,Sim,4.0,3.0,3.0,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
